unique_id,text,RELEVANCE_x,llm_query,RELEVANCE_y,iteration
605,"As extreme weather events visit our shores with greater frequency and ferocity,and the steady destruction of sea-level rise, coral bleaching and oceanacidification gnaw at the foundations of our economy, land and culture, we arehere to remind you of the urgency of this fight.",Not relevant,"605 As extreme weather events visit our shores with greater frequency and ferocity,and the steady destruction of sea-level rise, coral bleaching and oceanacidification gnaw at the foundations of our economy, land and culture, we arehere to remind you of the urgency of this fight.
",Relevant,1
606,Category 5 Tropical Cyclones are now a norm in my country causingirrecoverable losses and damages to our economy.,Not relevant,"606 Category 5 Tropical Cyclones are now a norm in my country causingirrecoverable losses and damages to our economy.
",Relevant,1
607,—this is a stark reminder ofwhat we will continue to lose in years to come if we fail to take ambitious actiontoday.,Not relevant,"607 —this is a stark reminder ofwhat we will continue to lose in years to come if we fail to take ambitious actiontoday.
",Relevant,1
608,Within the current convention processes we must see significant actiontowards implementing Article 8 on Loss & Damage.,Statement of intent,"608 Within the current convention processes we must see significant actiontowards implementing Article 8 on Loss & Damage.
",Relevant,1
609,Science tells us that we must peak global greenhouse gas emissions and rapidlymove towards net-zero emissions if we are to have even a chance at achieving thecritical 1.5°C temperature target set down by the Paris Agreement.,Not relevant,"609 Science tells us that we must peak global greenhouse gas emissions and rapidlymove towards net-zero emissions if we are to have even a chance at achieving thecritical 1.5°C temperature target set down by the Paris Agreement.
",Relevant,1
610,"This is anenormous task, but we need to see more ambition on climate action across theworld.",Relevant,"610 This is anenormous task, but we need to see more ambition on climate action across theworld.
",Relevant,1
611,"I thank individuals, organisations and Governments at all levels—we seeyour actions.",Not relevant,"611 I thank individuals, organisations and Governments at all levels—we seeyour actions.
",Not relevant,1
612,"Thank you for doing your part to raise global ambition on climateaction, especially in this critical pre-2020 period.",Not relevant,"612 Thank you for doing your part to raise global ambition on climateaction, especially in this critical pre-2020 period.
",Not relevant,1
613,"Mr President, We urge all Parties to work in the Talanoa spirit of solidarity andcooperation moving forward.",Relevant,"613 Mr President, We urge all Parties to work in the Talanoa spirit of solidarity andcooperation moving forward.
",Statement of intent,1
614,We believe that rapid implementation of the ParisAgreement is of existential importance.,Relevant,"614 We believe that rapid implementation of the ParisAgreement is of existential importance.
",Relevant,1
615,"The global response to climate changemust put fairness and equity at the heart of its work, and to keep the needs andaspirations of the world’s most vulnerable countries in its line of sight.",Relevant,"615 The global response to climate changemust put fairness and equity at the heart of its work, and to keep the needs andaspirations of the world’s most vulnerable countries in its line of sight.
",Relevant,1
616,Vanuatu notes with concern the substantial gap between currently committedmitigation targets and the action needed to limit warming to 1.5°C above preindustriallevels.,Not relevant,"616 Vanuatu notes with concern the substantial gap between currently committedmitigation targets and the action needed to limit warming to 1.5°C above preindustriallevels.
",Relevant,1
617,"Although Vanuatu’s contributions to global emissions arenegligible, we are committed to leading the way to a renewable future.",Statement of intent,"617 Although Vanuatu’s contributions to global emissions arenegligible, we are committed to leading the way to a renewable future.
",Relevant,1
618,OurNationally Determined Contribution aspires to achieve 100% renewable energyby 2030.,Statement of intent,"618 OurNationally Determined Contribution aspires to achieve 100% renewable energyby 2030.
",Relevant,1
619,All nations must raise their ambition and implement significant sectorwideemission reductions as a matter of urgency.,Relevant,"619 All nations must raise their ambition and implement significant sectorwideemission reductions as a matter of urgency.
",Relevant,1
620,"Mr President, Vanuatu fully backs your Presidency in your emphasis onachieving an adequate global response to the unavoidable loss and damage causedby climate impacts.",Statement of intent,"620 Mr President, Vanuatu fully backs your Presidency in your emphasis onachieving an adequate global response to the unavoidable loss and damage causedby climate impacts.
",Not relevant,1
621,"COP 23 must make an immediate and strong decision on theWarsaw International Mechanism (WIM) that raises the profile of loss anddamage within the convention, with new and additional finance to helpdeveloping nations cope with unavoidable economic and non-economic losses ofclimate change.",Relevant,"621 COP 23 must make an immediate and strong decision on theWarsaw International Mechanism (WIM) that raises the profile of loss anddamage within the convention, with new and additional finance to helpdeveloping nations cope with unavoidable economic and non-economic losses ofclimate change.
",Statement of intent,1
622,"Adverse climate impacts are already affecting all of our key sectors, fromagriculture, health to tourism, and we need support to implement innovativeadaptation initiatives that draw upon and strengthen the traditional knowledgeand practices of our people.",Not relevant,"622 Adverse climate impacts are already affecting all of our key sectors, fromagriculture, health to tourism, and we need support to implement innovativeadaptation initiatives that draw upon and strengthen the traditional knowledgeand practices of our people.
",Statement of intent,1
623,Bringing oceans into the climate convention is ofhigh importance.,Statement of intent,"623 Bringing oceans into the climate convention is ofhigh importance.
",Relevant,1
624,"In this context, Vanuatu reiterates that the Adaptation Fundshall serve the Paris Agreement.",Statement of intent,"624 In this context, Vanuatu reiterates that the Adaptation Fundshall serve the Paris Agreement.
",Statement of intent,1
625,"We insist that climate action needs adequate, reliable, long-term finance support.",Relevant,"625 We insist that climate action needs adequate, reliable, long-term finance support.
",Relevant,1
626,"This is important for nations like mine, which face the unique and unprecedentedchallenge of lifting our people out of poverty, without relying on fossil fuels,amidst worsening climatic conditions.",Not relevant,"626 This is important for nations like mine, which face the unique and unprecedentedchallenge of lifting our people out of poverty, without relying on fossil fuels,amidst worsening climatic conditions.
",Relevant,1
627,"The targeted 100 billion USD per year ofpublic sector finance must urgently be mobilized for climate adaptation,mitigation and loss & damage actions, ensuring simplified access for developingcountry Parties.",Relevant,"627 The targeted 100 billion USD per year ofpublic sector finance must urgently be mobilized for climate adaptation,mitigation and loss & damage actions, ensuring simplified access for developingcountry Parties.
",Statement of intent,1
628,"Mr President, we wish to see that vulnerability to climate change and naturaldisasters be considered in the graduation preparation of countries from LDCs; asnatural disasters such as tropical cyclone can entirely erase a country’s economyin a few hours.",Statement of intent,"628 Mr President, we wish to see that vulnerability to climate change and naturaldisasters be considered in the graduation preparation of countries from LDCs; asnatural disasters such as tropical cyclone can entirely erase a country’s economyin a few hours.
",Relevant,1
629,"Vanuatu embraces the vision of global climate action that actively promoteshuman rights, gender equality and sustainable development for all Parties.",Relevant,"629 Vanuatu embraces the vision of global climate action that actively promoteshuman rights, gender equality and sustainable development for all Parties.
",Relevant,1
630,"To borrow a phrase from the Peoples’ Climate March: to change everything, weneed everyone.",Relevant,"630 To borrow a phrase from the Peoples’ Climate March: to change everything, weneed everyone.
",Not relevant,1
631,"We have been encouraged by the determination shown by so many at this COP,but progress is insufficient without action.",Not relevant,"631 We have been encouraged by the determination shown by so many at this COP,but progress is insufficient without action.
",Relevant,1
632,"Your Excellency, COP President, thisis a great opportunity for the Pacific, we, the small island developing states needunited leadership now for an ambitious outcome of this Islands COP, we surviveor we sink together.",Relevant,"632 Your Excellency, COP President, thisis a great opportunity for the Pacific, we, the small island developing states needunited leadership now for an ambitious outcome of this Islands COP, we surviveor we sink together.
",Relevant,1
633,I thank you Mr. President.,Not relevant,"633 I thank you Mr. President.
",Not relevant,1
634,"Thank you Mr. President, Indonesia would like to congratulate Poland for assuming the COP -24 Presidency .",Not relevant,"634 Thank you Mr. President, Indonesia would like to congratulate Poland for assuming the COP -24 Presidency .
",Not relevant,1
635,We thank the Government and the people of Katowice for their hospitality.,Not relevant,"635 We thank the Government and the people of Katowice for their hospitality.
",Not relevant,1
636,Indonesia believe s that we gather here with the commitment to complete our mandate from Paris .,Statement of intent,"636 Indonesia believe s that we gather here with the commitment to complete our mandate from Paris .
",Relevant,1
637,"We are confident , that under your very able leadership, Mr. President, we could adop t a balance – comprehensive Paris Agreement rule book, result ing from a transparent, inclusive, and country driven process es, and applicable to all with the principle of CBDR -RC.",Statement of intent,"637 We are confident , that under your very able leadership, Mr. President, we could adop t a balance – comprehensive Paris Agreement rule book, result ing from a transparent, inclusive, and country driven process es, and applicable to all with the principle of CBDR -RC.
",Relevant,1
638,"  Mr. President,  Indonesia is one among countries which ratified the Paris Agreement , less than one year after the adoption of the agreement.",Not relevant,"638   Mr. President,  Indonesia is one among countries which ratified the Paris Agreement , less than one year after the adoption of the agreement.
",Not relevant,1
639,"We have set an ambitious unconditional target of 29% up to 41% conditional target of emission reduction from 2030 BAU scenario, with forestry and energy as the major targeted sectors.",Not relevant,"639 We have set an ambitious unconditional target of 29% up to 41% conditional target of emission reduction from 2030 BAU scenario, with forestry and energy as the major targeted sectors.
",Statement of intent,1
640,"Adaptation is an important part of our NDC, with three target area of climate resilience , namely economy, social and livelihood, and lastly ecosystem and landscape.",Not relevant,"640 Adaptation is an important part of our NDC, with three target area of climate resilience , namely economy, social and livelihood, and lastly ecosystem and landscape.
",Not relevant,1
641,"  Our nation al values and goals will enable us to meet our commitment under the Paris Agree ment, mandating that all citizens have the right for good environment, and that natural resources are governed by the states for the greatest prosperity of the citizens in Sustainable way, as reflected in our Constitution 1945’s Articles 28 H and Article 33.",Statement of intent,"641   Our nation al values and goals will enable us to meet our commitment under the Paris Agree ment, mandating that all citizens have the right for good environment, and that natural resources are governed by the states for the greatest prosperity of the citizens in Sustainable way, as reflected in our Constitution 1945’s Articles 28 H and Article 33.
",Relevant,1
642,"Under President Joko Widodo administrative government, relevant policy reform s have been carried out , including legal the recognition of the rights of Masyarakat Hukum Adat or local natives , improving access for local communities to forest land and resources through Social Forestry, enhancing Forest Management Unit at site level , and implementing joint adaptation and mitigation at the grass root levels .",Not relevant,"642 Under President Joko Widodo administrative government, relevant policy reform s have been carried out , including legal the recognition of the rights of Masyarakat Hukum Adat or local natives , improving access for local communities to forest land and resources through Social Forestry, enhancing Forest Management Unit at site level , and implementing joint adaptation and mitigation at the grass root levels .
",Not relevant,1
643,There are also efforts in energy sector through the development of renewable energy and policy to enhance the quality of fossil fuel and coal.,Not relevant,"643 There are also efforts in energy sector through the development of renewable energy and policy to enhance the quality of fossil fuel and coal.
",Not relevant,1
644,"The increasing roles of Non -Party stakeholders are encouraging and very dynamic , from the sub-national government, private sectors, civil societies to grassroots, as well as the supports from the parliament,   and judiciary for enforcement .",Not relevant,"644 The increasing roles of Non -Party stakeholders are encouraging and very dynamic , from the sub-national government, private sectors, civil societies to grassroots, as well as the supports from the parliament,   and judiciary for enforcement .
",Not relevant,1
645,"In tracking our progress, we established a National Registry System to record and monitor all climate actions and their respective resources, as well as on the final stage of financial channeling arrangement.",Not relevant,"645 In tracking our progress, we established a National Registry System to record and monitor all climate actions and their respective resources, as well as on the final stage of financial channeling arrangement.
",Not relevant,1
646," Mr. President ,  The recent IPCC’s Special Report on Global Warming of 1.5o C, highlighted the importance of early action against climate change, which makes the role of pre -2020 ambition even more critical.",Statement of intent,"646  Mr. President ,  The recent IPCC’s Special Report on Global Warming of 1.5o C, highlighted the importance of early action against climate change, which makes the role of pre -2020 ambition even more critical.
",Relevant,1
647,"Therefore, Indonesia would like to urge our d eveloped country par tners , to meet their pre -2020 commitment , and to rapidly increase their ambition in meeting the objectives of the Paris Agreement , both in emission reduction and in providing means of implementation , to developing countries .",Relevant,"647 Therefore, Indonesia would like to urge our d eveloped country par tners , to meet their pre -2020 commitment , and to rapidly increase their ambition in meeting the objectives of the Paris Agreement , both in emission reduction and in providing means of implementation , to developing countries .
",Relevant,1
648,"  Mr. President,  We recognized , the importance for all countries to transform , to low emission and climate resilience development pathway .",Not relevant,"648   Mr. President,  We recognized , the importance for all countries to transform , to low emission and climate resilience development pathway .
",Statement of intent,1
649,"Indonesia, like many other emerging economies, fac es challenges in balancing between meeting international commitment and achieving national develo pment objectives .",Not relevant,"649 Indonesia, like many other emerging economies, fac es challenges in balancing between meeting international commitment and achieving national develo pment objectives .
",Statement of intent,1
650,"Indonesia , would like to see fair and just international policies that are conducive for both international and national interests.",Relevant,"650 Indonesia , would like to see fair and just international policies that are conducive for both international and national interests.
",Relevant,1
651,We could not accept the use of environmental issues including climate to be a means of disguise trade dis crimination against developing countries.,Relevant,"651 We could not accept the use of environmental issues including climate to be a means of disguise trade dis crimination against developing countries.
",Relevant,1
652,"In closing, Mr. President, we should not allow any attempt to renegotiate the Paris Agreement.",Statement of intent,"652 In closing, Mr. President, we should not allow any attempt to renegotiate the Paris Agreement.
",Relevant,1
653,"Indonesia assures you our good faith to achieving concrete results in Katowice , and looks forward to support your leadership by working together constructively with other Parties.",Statement of intent,"653 Indonesia assures you our good faith to achieving concrete results in Katowice , and looks forward to support your leadership by working together constructively with other Parties.
",Relevant,1
654, Thank you Mr. President .,Not relevant,"654  Thank you Mr. President .
",Not relevant,1
655," Mr. President, Your Excellencies, Distinguished Guests, Ladies and Gentlemen, I would like to congratulate you, Mr. P resident , on your election as the President of COP 24 , and I am confident that you will lead this process in an open, transparent and inclusive manner.",Not relevant,"655  Mr. President, Your Excellencies, Distinguished Guests, Ladies and Gentlemen, I would like to congratulate you, Mr. P resident , on your election as the President of COP 24 , and I am confident that you will lead this process in an open, transparent and inclusive manner.
",Not relevant,1
656,I also assure you of my delegation’s full cooperation and commitment in reaching a n agreed outco me in Ka towice.,Statement of intent,"656 I also assure you of my delegation’s full cooperation and commitment in reaching a n agreed outco me in Ka towice.
",Not relevant,1
657,"The fifth assessment report of the Intergovernmental Panel on Climate Change (IPCC) has confirmed that the climate system, including the atmosphere and the oceans, have warmed , and sea levels have risen.",Not relevant,"657 The fifth assessment report of the Intergovernmental Panel on Climate Change (IPCC) has confirmed that the climate system, including the atmosphere and the oceans, have warmed , and sea levels have risen.
",Not relevant,1
658,"The report further indicates that li miting warming to 1.5oC is possible , provided immediate robust actions to reduce emissions are taken , and this should be done in accordance with the principle of common but differentiated responsibilities and respective capabilities.",Not relevant,"658 The report further indicates that li miting warming to 1.5oC is possible , provided immediate robust actions to reduce emissions are taken , and this should be done in accordance with the principle of common but differentiated responsibilities and respective capabilities.
",Relevant,1
659,We therefore urge Anne x I Parties to demonstrate leadership a nd raise their level of ambition to the scale req uired by science and equity.,Relevant,"659 We therefore urge Anne x I Parties to demonstrate leadership a nd raise their level of ambition to the scale req uired by science and equity.
",Relevant,1
660,"It is alarming to note that, as we become more aware of the intrinsic need to combat climate change, our actions are not commensurate with the essential level of commitment to th e objectives agreed under the Convention and the Paris Agreement.",Relevant,"660 It is alarming to note that, as we become more aware of the intrinsic need to combat climate change, our actions are not commensurate with the essential level of commitment to th e objectives agreed under the Convention and the Paris Agreement.
",Relevant,1
661,"  Mr. President,  At local level, we are experiencing extreme weather events, p rolonged droughts and frequent floods are normal feature s of our climat e in Lesotho.",Not relevant,"661   Mr. President,  At local level, we are experiencing extreme weather events, p rolonged droughts and frequent floods are normal feature s of our climat e in Lesotho.
",Not relevant,1
662,"The recent intense drought of the year 2015/2016 and the current El Nino , are rude remin der that climate change is real.",Not relevant,"662 The recent intense drought of the year 2015/2016 and the current El Nino , are rude remin der that climate change is real.
",Not relevant,1
663,"It is estimated that more than 300,000 people in Lesotho will face food shortage until April next year .",Not relevant,"663 It is estimated that more than 300,000 people in Lesotho will face food shortage until April next year .
",Not relevant,1
664," Despite the chal lenges we face, L esotho is voluntarily implementing a number of initiatives to adapt and reduce greenho use gases.",Not relevant,"664  Despite the chal lenges we face, L esotho is voluntarily implementing a number of initiatives to adapt and reduce greenho use gases.
",Statement of intent,1
665,"My country’s Nationally Determined Contributions and National Climate Change Policy , have outlined both adaptation and mi tigation actions, clearly in dicating o ur proposed efforts as a country to address these paramet ers in a balanced ma nner.",Not relevant,"665 My country’s Nationally Determined Contributions and National Climate Change Policy , have outlined both adaptation and mi tigation actions, clearly in dicating o ur proposed efforts as a country to address these paramet ers in a balanced ma nner.
",Not relevant,1
666,"However, the implementation of these initiatives requires both financial and technical resources.",Not relevant,"666 However, the implementation of these initiatives requires both financial and technical resources.
",Statement of intent,1
667,Lesotho therefore invites development partners to invest in these initiatives.,Not relevant,"667 Lesotho therefore invites development partners to invest in these initiatives.
",Statement of intent,1
668," In Pari s, the world laid down a blueprint of clear actions needed to address climat e change under the Paris Agreement.",Not relevant,"668  In Pari s, the world laid down a blueprint of clear actions needed to address climat e change under the Paris Agreement.
",Not relevant,1
669,"Here in Katowice , we must finalise the structure that will bring the spirit and vision of the Paris Agreement to li fe - achieving the 1.5°C temp erature goal and protecting communities across the world from the devastating impacts of clima te change.",Relevant,"669 Here in Katowice , we must finalise the structure that will bring the spirit and vision of the Paris Agreement to li fe - achieving the 1.5°C temp erature goal and protecting communities across the world from the devastating impacts of clima te change.
",Relevant,1
670,"   The ‘Talanoa Dialogue’, inspired by the Pacific concept of constructive discussion, debate and story -telling, should con tinue here in Poland , to promote na tional climate actions needed to put the world on track to meet pre -2020 ambi tion and the long -term goals of the two -year old Paris Agreement.",Statement of intent,"670    The ‘Talanoa Dialogue’, inspired by the Pacific concept of constructive discussion, debate and story -telling, should con tinue here in Poland , to promote na tional climate actions needed to put the world on track to meet pre -2020 ambi tion and the long -term goals of the two -year old Paris Agreement.
",Relevant,1
671,"Mr. President,  In conclusion, we need commitments and united efforts on the on-going means of implementation in the form of financial resources, technology transfer and capacity building , for the period bey ond 2020 , to enable developing countries to implement their contributions.",Relevant,"671 Mr. President,  In conclusion, we need commitments and united efforts on the on-going means of implementation in the form of financial resources, technology transfer and capacity building , for the period bey ond 2020 , to enable developing countries to implement their contributions.
",Relevant,1
672,  I thank you ,Not relevant,"672   I thank you 
",Not relevant,1
673,"As President of the Republic of Macedonia, I have the honor to address you first at what is my last attendance at the Conference of the parties.",Not relevant,"673 As President of the Republic of Macedonia, I have the honor to address you first at what is my last attendance at the Conference of the parties.
",Not relevant,1
674," In the past 10 years I have witnessed both high expectations and soaring disappointments, great obstacles and even greater resolution by a handful of people, a global creative minority, that was determined to bring us, the policy and decision makers to Paris.",Not relevant,"674  In the past 10 years I have witnessed both high expectations and soaring disappointments, great obstacles and even greater resolution by a handful of people, a global creative minority, that was determined to bring us, the policy and decision makers to Paris.
",Not relevant,1
675,To bring us just to find out that Paris was but a start of a long race that will determine the fate of humanity.,Not relevant,"675 To bring us just to find out that Paris was but a start of a long race that will determine the fate of humanity.
",Relevant,1
676,"With their contagious passion, they helped us see beyond the banal priorities of next elections into the essential needs of this and next generations.",Not relevant,"676 With their contagious passion, they helped us see beyond the banal priorities of next elections into the essential needs of this and next generations.
",Relevant,1
677," We are no longer running a race to win, but to survive as human species.",Statement of intent,"677  We are no longer running a race to win, but to survive as human species.
",Relevant,1
678,"In our race with global warming, we have to train and learn as we run, because we are running out of time.",Statement of intent,"678 In our race with global warming, we have to train and learn as we run, because we are running out of time.
",Relevant,1
679,"We have to make profound changes in our lifestyle, production, consumption and development.",Statement of intent,"679 We have to make profound changes in our lifestyle, production, consumption and development.
",Relevant,1
680,We need to replace selfish consumerism with a sharing philosophy.,Relevant,"680 We need to replace selfish consumerism with a sharing philosophy.
",Relevant,1
681,"Without eternal morality, we will have ephemeral humanity.",Not relevant,"681 Without eternal morality, we will have ephemeral humanity.
",Relevant,1
682,Only by changing the habits of our hearts will we start changing the heart of the unsustainable global energy system.,Relevant,"682 Only by changing the habits of our hearts will we start changing the heart of the unsustainable global energy system.
",Relevant,1
683, The Republic of Macedonia is continuously aligning its manner of reporting with the European Union standards.,Not relevant,"683  The Republic of Macedonia is continuously aligning its manner of reporting with the European Union standards.
",Not relevant,1
684,"We are changing the way in which strategies, policies and laws are being drafted and revised with transparent and wide participation of all stakeholders.",Not relevant,"684 We are changing the way in which strategies, policies and laws are being drafted and revised with transparent and wide participation of all stakeholders.
",Not relevant,1
685,But even that is not enough.,Not relevant,"685 But even that is not enough.
",Not relevant,1
686,"As I speak here, many of my fellow citizens are breathing in some of the most polluted air in Europe.",Not relevant,"686 As I speak here, many of my fellow citizens are breathing in some of the most polluted air in Europe.
",Not relevant,1
687,"The path is narrow, and we need to stand shoulder to shoulder.",Statement of intent,"687 The path is narrow, and we need to stand shoulder to shoulder.
",Relevant,1
688,"We need to forge a circle of trust among politicians, scientists, entrepreneurs, educators, activists, because we are not racing against each other, but together as a team.",Statement of intent,"688 We need to forge a circle of trust among politicians, scientists, entrepreneurs, educators, activists, because we are not racing against each other, but together as a team.
",Relevant,1
689,"Energy, agriculture, transport and construction sectors have to take climate change into consideration.",Not relevant,"689 Energy, agriculture, transport and construction sectors have to take climate change into consideration.
",Statement of intent,1
690,"It is necessary for the health of the people, especially the most vulnerable categories.",Relevant,"690 It is necessary for the health of the people, especially the most vulnerable categories.
",Relevant,1
691,"So, our permanent commitment must be green growth and development and lower carbon emissions.",Relevant,"691 So, our permanent commitment must be green growth and development and lower carbon emissions.
",Statement of intent,1
692,But that is possible only if we create green jobs.,Not relevant,"692 But that is possible only if we create green jobs.
",Statement of intent,1
693,"Therefore, we support the Solidarity and Just Transition of the Silesia Declaration that deals with prequalification of workforce.",Statement of intent,"693 Therefore, we support the Solidarity and Just Transition of the Silesia Declaration that deals with prequalification of workforce.
",Not relevant,1
694, We expect COP24 to place the general rules for monitoring the progress of countries’ implementation of the Paris Agreement.,Statement of intent,"694  We expect COP24 to place the general rules for monitoring the progress of countries’ implementation of the Paris Agreement.
",Statement of intent,1
695,"The guidelines must be clear, comprehensive but also flexible enough for every country to make assessments and to report on its advancement towards the global goal.",Statement of intent,"695 The guidelines must be clear, comprehensive but also flexible enough for every country to make assessments and to report on its advancement towards the global goal.
",Statement of intent,1
696,The Republic of Macedonia belongs to one of the most vulnerable regions in the world in terms of climate change.,Not relevant,"696 The Republic of Macedonia belongs to one of the most vulnerable regions in the world in terms of climate change.
",Not relevant,1
697,"Therefore, along the climate change mitigation rules, the decisions should include climate change adaptation of the most affected sectors.",Relevant,"697 Therefore, along the climate change mitigation rules, the decisions should include climate change adaptation of the most affected sectors.
",Statement of intent,1
698,There must be a parity between mitigation and adaptation.,Statement of intent,"698 There must be a parity between mitigation and adaptation.
",Relevant,1
699,This is especially important in the context of finance.,Not relevant,"699 This is especially important in the context of finance.
",Relevant,1
700, The Republic of Macedonia remains dedicated to these efforts.,Statement of intent,"700  The Republic of Macedonia remains dedicated to these efforts.
",Statement of intent,1
701,"We need to run this race not to win, but to survive, not for ourselves, but for future generations.",Relevant,"701 We need to run this race not to win, but to survive, not for ourselves, but for future generations.
",Relevant,1
702, Thank you.,Not relevant,"702  Thank you.
",Not relevant,1
703,"Mr. President , Malawi would like to share her Climate Talanoa experience.",Not relevant,"703 Mr. President , Malawi would like to share her Climate Talanoa experience.
",Not relevant,1
704,We have listened to their Excellencies on their very touching interventions and stri des from different parts of the world.,Not relevant,"704 We have listened to their Excellencies on their very touching interventions and stri des from different parts of the world.
",Not relevant,1
705," In recent times, the German Watch has ranked Malawi as the 3rd most vulnerable country to climate change risk.",Not relevant,"705  In recent times, the German Watch has ranked Malawi as the 3rd most vulnerable country to climate change risk.
",Not relevant,1
706,"In the year 2015, the country experienced unprecedented devastating floods that affected 1.1 million people, displaced 230,000 people, killed 176 people with 172 people reported missing .",Not relevant,"706 In the year 2015, the country experienced unprecedented devastating floods that affected 1.1 million people, displaced 230,000 people, killed 176 people with 172 people reported missing .
",Not relevant,1
707,This is climate injustice against humanity.,Relevant,"707 This is climate injustice against humanity.
",Relevant,1
708,The floods also left homes and schools submerged in water and roads washed away.,Not relevant,"708 The floods also left homes and schools submerged in water and roads washed away.
",Not relevant,1
709,People were trapped in their villages by the floodwaters.,Not relevant,"709 People were trapped in their villages by the floodwaters.
",Not relevant,1
710,A joint search and rescue operation by the Malawi P olice Service and t he Malawi Defence Force rescue d people who were trapped by floodwaters.,Not relevant,"710 A joint search and rescue operation by the Malawi P olice Service and t he Malawi Defence Force rescue d people who were trapped by floodwaters.
",Not relevant,1
711,A post -disaster needs assessment (PDNA) which was undertaken estimated damages and losses at about US$335 million while the cost of recovery and reconstruction needs was estimated at US$494 million.,Not relevant,"711 A post -disaster needs assessment (PDNA) which was undertaken estimated damages and losses at about US$335 million while the cost of recovery and reconstruction needs was estimated at US$494 million.
",Not relevant,1
712,"In 2016, Malawi was affected by an El Nino induced drought which affected six million seven hundred thousand people.",Not relevant,"712 In 2016, Malawi was affected by an El Nino induced drought which affected six million seven hundred thousand people.
",Not relevant,1
713,A PDNA of the 2016 drought estimated damages and losses at US$365.9 million while recovery requirements were estimated at US$500.2 million .,Not relevant,"713 A PDNA of the 2016 drought estimated damages and losses at US$365.9 million while recovery requirements were estimated at US$500.2 million .
",Not relevant,1
714," Projections , unfortunately, show that Southern Africa, Malawi inclusive, will continue to receive less precipitation as such droughts will be more frequent.",Not relevant,"714  Projections , unfortunately, show that Southern Africa, Malawi inclusive, will continue to receive less precipitation as such droughts will be more frequent.
",Not relevant,1
715, Where are we?,Not relevant,"715  Where are we?
",Not relevant,1
716,Malawi’s total GHG emissions accounts only for about 0.02 percent of global GHG emissions.,Not relevant,"716 Malawi’s total GHG emissions accounts only for about 0.02 percent of global GHG emissions.
",Not relevant,1
717,But yet we are feeling the adverse effects.,Not relevant,"717 But yet we are feeling the adverse effects.
",Relevant,1
718,"Malawi has adopted a National Climate Change Management Policy to guide actions to reduce human and ecosystem vulnerabili ty to climate change through adaptation and mitigation, technology transfer, and capacity building.",Not relevant,"718 Malawi has adopted a National Climate Change Management Policy to guide actions to reduce human and ecosystem vulnerabili ty to climate change through adaptation and mitigation, technology transfer, and capacity building.
",Not relevant,1
719,Malawi has also developed the Malawi National Climate Change Investment Plan which details climate change initiatives that t he government and its stakeholde rs have committed to undertake as part of its global commitments under the UNFCCC.,Not relevant,"719 Malawi has also developed the Malawi National Climate Change Investment Plan which details climate change initiatives that t he government and its stakeholde rs have committed to undertake as part of its global commitments under the UNFCCC.
",Not relevant,1
720,"In addition, we are in the process of establishing a National Climate Change Fund to help position Malawi to leverage new streams of finance to invest in a more climate -resilient future, and encourage more ambition.",Not relevant,"720 In addition, we are in the process of establishing a National Climate Change Fund to help position Malawi to leverage new streams of finance to invest in a more climate -resilient future, and encourage more ambition.
",Statement of intent,1
721," As part of building national resilience, Malawi has developed a National Resilience Strategy covering a period of 12 years from 2019 – 2030 and a programme for implementation .",Not relevant,"721  As part of building national resilience, Malawi has developed a National Resilience Strategy covering a period of 12 years from 2019 – 2030 and a programme for implementation .
",Not relevant,1
722,The Government requests all coopera ting partners to assist in meeting the costs of this programme (US$20.5 million).,Statement of intent,"722 The Government requests all coopera ting partners to assist in meeting the costs of this programme (US$20.5 million).
",Statement of intent,1
723,  Where do we want to go?,Not relevant,"723   Where do we want to go?
",Not relevant,1
724,"Under the available frameworks, Malawi aims at increasing climate resilience, improve food security, increase adaptive capacity of the vulnerable people, restore degraded ecosystems and landscapes, improve land use and promote climate -resilient agriculture renewable energy, and contribute to REDD+ actions .",Statement of intent,"724 Under the available frameworks, Malawi aims at increasing climate resilience, improve food security, increase adaptive capacity of the vulnerable people, restore degraded ecosystems and landscapes, improve land use and promote climate -resilient agriculture renewable energy, and contribute to REDD+ actions .
",Statement of intent,1
725,   How do we get there?,Not relevant,"725    How do we get there?
",Not relevant,1
726,"In order to achieve our targets , there are several things that are required to facilitate and catalyse transition to an inclusive, low -emission, and climate -resilient development.",Not relevant,"726 In order to achieve our targets , there are several things that are required to facilitate and catalyse transition to an inclusive, low -emission, and climate -resilient development.
",Statement of intent,1
727,"We need adequate , predictable , accessible and sustainable finance.",Not relevant,"727 We need adequate , predictable , accessible and sustainable finance.
",Relevant,1
728,"All forms of finance – public and private, domestic and international – are essential and they should be seen as complementary and mutually reinforcing Finance must be coupled wi th relevant technology tran sfer and capacity building for implementation of ambitious emission reduction targets.",Relevant,"728 All forms of finance – public and private, domestic and international – are essential and they should be seen as complementary and mutually reinforcing Finance must be coupled wi th relevant technology tran sfer and capacity building for implementation of ambitious emission reduction targets.
",Relevant,1
729,"As for Malawi, there is strong political will and commitment to achieve the set targets.",Not relevant,"729 As for Malawi, there is strong political will and commitment to achieve the set targets.
",Relevant,1
730,"However, we also require political will and commitment by the international comm unity to achieve the objectives and targets we have all set and agreed in the various Climate Change Treaties.",Relevant,"730 However, we also require political will and commitment by the international comm unity to achieve the objectives and targets we have all set and agreed in the various Climate Change Treaties.
",Relevant,1
